:Data_list: 20211218_ace_mag_1m.txt
:Created: 2021 Dec 19 0011 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              1-minute averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2021 12 18  0127   59566    5220    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0128   59566    5280    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0129   59566    5340    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0130   59566    5400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0131   59566    5460    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0132   59566    5520    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0133   59566    5580    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0134   59566    5640    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0135   59566    5700    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0136   59566    5760    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0137   59566    5820    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0138   59566    5880    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0139   59566    5940    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0140   59566    6000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0141   59566    6060    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0142   59566    6120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0143   59566    6180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0144   59566    6240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0145   59566    6300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0146   59566    6360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0147   59566    6420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0148   59566    6480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0149   59566    6540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0150   59566    6600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0151   59566    6660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0152   59566    6720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0153   59566    6780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0154   59566    6840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0155   59566    6900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0156   59566    6960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0157   59566    7020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0158   59566    7080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0159   59566    7140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0200   59566    7200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0201   59566    7260    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0202   59566    7320    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0203   59566    7380    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0204   59566    7440    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0205   59566    7500    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0206   59566    7560    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0207   59566    7620    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0208   59566    7680    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0209   59566    7740    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0210   59566    7800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0211   59566    7860    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0212   59566    7920    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0213   59566    7980    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0214   59566    8040    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0215   59566    8100    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0216   59566    8160    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0217   59566    8220    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0218   59566    8280    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0219   59566    8340    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0220   59566    8400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0221   59566    8460    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0222   59566    8520    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0223   59566    8580    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0224   59566    8640    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0225   59566    8700    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0226   59566    8760    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0227   59566    8820    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0228   59566    8880    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0229   59566    8940    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0230   59566    9000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0231   59566    9060    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0232   59566    9120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0233   59566    9180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0234   59566    9240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0235   59566    9300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0236   59566    9360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0237   59566    9420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0238   59566    9480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0239   59566    9540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0240   59566    9600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0241   59566    9660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0242   59566    9720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0243   59566    9780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0244   59566    9840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0245   59566    9900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0246   59566    9960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0247   59566   10020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0248   59566   10080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0249   59566   10140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0250   59566   10200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0251   59566   10260    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0252   59566   10320    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0253   59566   10380    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0254   59566   10440    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0255   59566   10500    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0256   59566   10560    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0257   59566   10620    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0258   59566   10680    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0259   59566   10740    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0300   59566   10800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0301   59566   10860    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0302   59566   10920    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0303   59566   10980    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0304   59566   11040    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0305   59566   11100    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0306   59566   11160    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0307   59566   11220    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0308   59566   11280    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0309   59566   11340    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0310   59566   11400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0311   59566   11460    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0312   59566   11520    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0313   59566   11580    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0314   59566   11640    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0315   59566   11700    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0316   59566   11760    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0317   59566   11820    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0318   59566   11880    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0319   59566   11940    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0320   59566   12000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0321   59566   12060    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0322   59566   12120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0323   59566   12180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0324   59566   12240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0325   59566   12300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0326   59566   12360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0327   59566   12420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0328   59566   12480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0329   59566   12540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0330   59566   12600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0331   59566   12660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0332   59566   12720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0333   59566   12780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0334   59566   12840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0335   59566   12900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0336   59566   12960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0337   59566   13020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0338   59566   13080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0339   59566   13140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0340   59566   13200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0341   59566   13260    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0342   59566   13320    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0343   59566   13380    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0344   59566   13440    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0345   59566   13500    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0346   59566   13560    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0347   59566   13620    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0348   59566   13680    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0349   59566   13740    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0350   59566   13800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0351   59566   13860    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0352   59566   13920    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0353   59566   13980    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0354   59566   14040    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0355   59566   14100    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0356   59566   14160    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0357   59566   14220    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0358   59566   14280    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0359   59566   14340    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0400   59566   14400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0401   59566   14460    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0402   59566   14520    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0403   59566   14580    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0404   59566   14640    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0405   59566   14700    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0406   59566   14760    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0407   59566   14820    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0408   59566   14880    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0409   59566   14940    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0410   59566   15000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0411   59566   15060    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0412   59566   15120    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0413   59566   15180    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0414   59566   15240    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0415   59566   15300    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0416   59566   15360    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0417   59566   15420    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0418   59566   15480    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0419   59566   15540    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0420   59566   15600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0421   59566   15660    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0422   59566   15720    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0423   59566   15780    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0424   59566   15840    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0425   59566   15900    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0426   59566   15960    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0427   59566   16020    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0428   59566   16080    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0429   59566   16140    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0430   59566   16200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0431   59566   16260    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0432   59566   16320    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0433   59566   16380    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 18  0434   59566   16440    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
