:Product: 202112_ace_mag_1h.txt
:Issued: 2021 Dec 31 1810 UT
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Magnetometer values are in GSM coordinates.
# 
# Units: Bx, By, Bz, Bt in nT
# Units: Latitude  degrees +/-  90.0
# Units: Longitude degrees 0.0 - 360.0
# Status(S): 0 = nominal data, 1 to 8 = bad data record, 9 = no data
# Missing data values: -999.9
# Source: ACE Satellite - Magnetometer
#
#              Hourly Averaged Real-time Interplanetary Magnetic Field Values 
# 
#                 Modified Seconds
# UT Date   Time  Julian   of the   ----------------  GSM Coordinates ---------------
# YR MO DA  HHMM    Day      Day    S     Bx      By      Bz      Bt     Lat.   Long.
#------------------------------------------------------------------------------------
2021 12 04  1400   59552   50400    0    -3.0     2.3    -1.0     3.9   -14.9   142.5
2021 12 04  1500   59552   54000    0    -5.2     2.5    -1.4     5.9   -14.2   154.4
2021 12 04  1600   59552   57600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 04  1700   59552   61200    0     1.0     6.1     1.1     6.3    10.4    81.0
2021 12 04  1800   59552   64800    0     0.8     6.0     1.3     6.2    11.8    82.2
2021 12 04  1900   59552   68400    0     3.0     4.3     2.6     5.9    26.3    55.0
2021 12 04  2000   59552   72000    0    -0.3     3.5     0.2     3.5     4.1    95.0
2021 12 04  2100   59552   75600    0    -5.8     2.7    -1.8     6.6   -16.0   155.2
2021 12 04  2200   59552   79200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 04  2300   59552   82800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 05  0000   59553       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 05  0100   59553    3600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 05  0200   59553    7200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 05  0300   59553   10800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 05  0400   59553   14400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 05  0500   59553   18000    0    -6.0    -0.4    -1.5     6.2   -13.9   184.0
2021 12 05  0600   59553   21600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 05  0700   59553   25200    0    -5.7    -0.3    -1.2     5.9   -12.1   183.3
2021 12 05  0800   59553   28800    0    -5.7    -0.2    -1.4     5.9   -14.0   181.7
2021 12 05  0900   59553   32400    0    -5.4     2.1    -1.4     6.0   -13.9   158.6
2021 12 05  1000   59553   36000    0    -4.2     3.9    -1.5     5.9   -14.3   137.0
2021 12 05  1100   59553   39600    0    -2.6     4.2    -1.2     5.1   -13.4   121.4
2021 12 05  1200   59553   43200    0    -6.9    -0.0    -2.0     7.2   -16.3   180.3
2021 12 05  1300   59553   46800    0    -6.4     0.5    -2.2     6.8   -18.9   175.1
2021 12 05  1400   59553   50400    0    -4.0     3.5    -1.2     5.4   -12.6   139.4
2021 12 05  1500   59553   54000    0    -4.5     1.5    -4.1     6.3   -40.6   161.7
2021 12 05  1600   59553   57600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 05  1700   59553   61200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 05  1800   59553   64800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 05  1900   59553   68400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 05  2000   59553   72000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 05  2100   59553   75600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 05  2200   59553   79200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 05  2300   59553   82800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 06  0000   59554       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 06  0100   59554    3600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 06  0200   59554    7200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 06  0300   59554   10800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 06  0400   59554   14400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 06  0500   59554   18000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 06  0600   59554   21600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 06  0700   59554   25200    0    -1.9     1.4     2.0     3.0    40.6   143.5
2021 12 06  0800   59554   28800    0    -3.5     2.2    -1.2     4.3   -16.3   148.1
2021 12 06  0900   59554   32400    0    -4.6     1.7    -2.8     5.7   -29.7   159.4
2021 12 06  1000   59554   36000    0    -5.4    -1.1    -1.7     5.8   -17.4   191.5
2021 12 06  1100   59554   39600    0     0.2    -1.9     0.4     1.9    12.4   277.3
2021 12 06  1200   59554   43200    0    -2.8     0.6    -1.0     3.0   -18.9   168.6
2021 12 06  1300   59554   46800    0    -2.5     0.2    -2.5     3.6   -45.1   176.0
2021 12 06  1400   59554   50400    0    -2.5    -1.0    -4.0     4.8   -56.4   202.4
2021 12 06  1500   59554   54000    0    -4.4     1.8    -3.5     5.9   -36.2   158.0
2021 12 06  1600   59554   57600    0    -2.4     5.3    -0.2     5.8    -2.0   114.2
2021 12 06  1700   59554   61200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 06  1800   59554   64800    0    -2.3     4.2     0.2     4.9     2.6   118.6
2021 12 06  1900   59554   68400    0    -2.0     1.9     1.3     3.0    26.2   135.4
2021 12 06  2000   59554   72000    0    -1.3     0.7     1.0     1.8    35.0   151.8
2021 12 06  2100   59554   75600    0    -1.8     0.7    -0.0     1.9    -0.9   159.9
2021 12 06  2200   59554   79200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 06  2300   59554   82800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0000   59555       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0100   59555    3600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0200   59555    7200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0300   59555   10800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0400   59555   14400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0500   59555   18000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0600   59555   21600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  0700   59555   25200    0    -2.8     1.9     2.1     4.0    31.8   145.2
2021 12 07  0800   59555   28800    0    -1.9     2.2     0.9     3.0    16.5   131.8
2021 12 07  0900   59555   32400    0    -3.1     1.2     2.2     4.0    33.4   158.6
2021 12 07  1000   59555   36000    0    -0.7     4.3     1.4     4.5    18.2    99.4
2021 12 07  1100   59555   39600    0    -1.4     3.6     1.3     4.1    18.4   111.3
2021 12 07  1200   59555   43200    0    -0.5     3.7     0.2     3.8     3.0    98.2
2021 12 07  1300   59555   46800    0    -1.2     2.6     0.3     2.9     6.8   113.9
2021 12 07  1400   59555   50400    0    -3.6     0.7     1.5     3.9    21.9   168.9
2021 12 07  1500   59555   54000    0    -3.5    -2.0     1.5     4.3    20.9   209.4
2021 12 07  1600   59555   57600    0    -0.4     1.1    -0.2     1.1    -7.6   108.2
2021 12 07  1700   59555   61200    2     1.7     1.8    -0.8     2.6   -18.6    47.9
2021 12 07  1800   59555   64800    2    -0.1     3.3    -0.4     3.3    -6.1    91.7
2021 12 07  1900   59555   68400    0     0.2     2.5    -0.2     2.6    -5.2    85.8
2021 12 07  2000   59555   72000    0    -1.8     2.5     0.2     3.1     2.8   125.9
2021 12 07  2100   59555   75600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  2200   59555   79200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 07  2300   59555   82800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 08  0000   59556       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 08  0100   59556    3600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 08  0200   59556    7200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 08  0300   59556   10800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 08  0400   59556   14400    0    -2.2     3.7     0.4     4.3     4.9   120.7
2021 12 08  0500   59556   18000    0    -3.0     2.7    -0.8     4.1   -11.3   137.5
2021 12 08  0600   59556   21600    0    -3.1     1.0    -2.2     3.9   -33.9   161.9
2021 12 08  0700   59556   25200    0    -3.4     0.2    -2.4     4.1   -36.0   177.1
2021 12 08  0800   59556   28800    0    -3.8     2.0    -0.4     4.3    -4.8   152.6
2021 12 08  0900   59556   32400    0    -4.2     0.2    -1.4     4.4   -18.8   176.9
2021 12 08  1000   59556   36000    0    -4.2     0.4    -1.7     4.6   -21.2   175.1
2021 12 08  1100   59556   39600    0    -4.3     0.5    -1.4     4.6   -18.2   173.2
2021 12 08  1200   59556   43200    0    -4.5     0.4    -1.4     4.8   -17.5   174.7
2021 12 08  1300   59556   46800    0    -4.5     0.4    -1.7     4.9   -20.8   174.6
2021 12 08  1400   59556   50400    0    -4.5     0.4    -1.1     4.6   -13.9   175.2
2021 12 08  1500   59556   54000    0    -4.3     0.2    -1.7     4.6   -21.3   177.9
2021 12 08  1600   59556   57600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 08  1700   59556   61200    0    -3.5     1.6    -1.6     4.1   -22.7   156.0
2021 12 08  1800   59556   64800    0    -3.4     1.5    -1.5     4.0   -22.0   156.1
2021 12 08  1900   59556   68400    0    -3.4     1.7    -0.6     3.9    -9.5   153.2
2021 12 08  2000   59556   72000    0    -2.9     2.7    -0.7     4.0    -9.8   136.5
2021 12 08  2100   59556   75600    0    -3.0     2.7    -1.0     4.2   -14.4   138.1
2021 12 08  2200   59556   79200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 08  2300   59556   82800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0000   59557       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0100   59557    3600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0200   59557    7200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0300   59557   10800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0400   59557   14400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0500   59557   18000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0600   59557   21600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 09  0700   59557   25200    0    -0.1     0.1    -1.1     1.1   -82.4   113.4
2021 12 09  0800   59557   28800    0     0.5     0.4    -0.8     1.0   -52.4    37.9
2021 12 09  0900   59557   32400    0    -0.8     0.4    -1.1     1.4   -53.6   153.4
2021 12 09  1000   59557   36000    0    -1.0     0.0    -1.4     1.8   -53.7   177.9
2021 12 09  1100   59557   39600    0    -1.8     0.1    -0.6     1.9   -18.1   177.5
2021 12 09  1200   59557   43200    0    -1.4     0.4    -1.8     2.3   -50.4   165.6
2021 12 09  1300   59557   46800    0     0.6     1.1    -1.9     2.3   -56.4    62.8
2021 12 09  1400   59557   50400    0    -1.8     1.7    -1.2     2.8   -26.0   136.1
2021 12 09  1500   59557   54000    0    -2.0     2.4    -0.0     3.1    -0.7   129.3
2021 12 09  1600   59557   57600    0    -1.6     1.4     0.8     2.3    21.0   138.1
2021 12 09  1700   59557   61200    0    -1.8     0.7     1.2     2.3    31.0   157.5
2021 12 09  1800   59557   64800    0    -1.2    -0.1     0.5     1.3    23.9   183.0
2021 12 09  1900   59557   68400    0    -1.9    -0.1     0.3     1.9     8.5   182.9
2021 12 09  2000   59557   72000    0    -2.1     0.1     0.3     2.2     9.2   176.3
2021 12 09  2100   59557   75600    0    -2.5     0.7     0.4     2.6     9.2   163.9
2021 12 09  2200   59557   79200    0    -0.5     1.1    -0.1     1.2    -3.0   113.3
2021 12 09  2300   59557   82800    0    -1.1     1.1    -0.4     1.6   -15.4   134.1
2021 12 10  0000   59558       0    0    -1.2     1.3    -0.1     1.7    -2.2   133.5
2021 12 10  0100   59558    3600    0    -0.8     1.9    -0.5     2.1   -13.5   112.9
2021 12 10  0200   59558    7200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 10  0300   59558   10800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 10  0400   59558   14400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 10  0500   59558   18000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 10  0600   59558   21600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 10  0700   59558   25200    0    -3.2     0.4    -2.0     3.7   -31.6   173.2
2021 12 10  0800   59558   28800    0    -1.9     0.7    -1.3     2.5   -32.7   159.2
2021 12 10  0900   59558   32400    0    -2.7     1.3    -1.5     3.4   -26.9   153.8
2021 12 10  1000   59558   36000    0    -1.5     1.4    -0.9     2.2   -23.9   136.2
2021 12 10  1100   59558   39600    0    -2.1     1.4    -2.8     3.8   -49.1   146.7
2021 12 10  1200   59558   43200    0    -1.1     2.3    -1.2     2.8   -26.0   115.8
2021 12 10  1300   59558   46800    0    -1.3     1.1    -0.6     1.8   -19.2   139.9
2021 12 10  1400   59558   50400    0    -0.4    -0.4     0.0     0.5     1.8   225.9
2021 12 10  1500   59558   54000    0     2.1    -0.8     1.1     2.5    25.9   339.8
2021 12 10  1600   59558   57600    0     1.8    -0.1     3.4     3.8    61.8   357.3
2021 12 10  1700   59558   61200    0     2.4     5.9     2.0     6.7    17.8    67.6
2021 12 10  1800   59558   64800    0     2.5     4.6     1.7     5.5    17.8    61.8
2021 12 10  1900   59558   68400    0     2.2    -5.4     0.2     5.9     1.6   291.9
2021 12 10  2000   59558   72000    0     0.4    -7.0    -1.9     7.3   -15.1   273.3
2021 12 10  2100   59558   75600    0     1.7    -5.6     0.6     5.9     6.1   286.9
2021 12 10  2200   59558   79200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 10  2300   59558   82800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 11  0000   59559       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 11  0100   59559    3600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 11  0200   59559    7200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 11  0300   59559   10800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 11  0400   59559   14400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 11  0500   59559   18000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 11  0600   59559   21600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 11  0700   59559   25200    0     1.0    -4.9     1.9     5.3    20.9   281.3
2021 12 11  0800   59559   28800    0     0.0    -5.6     1.4     5.8    14.2   270.0
2021 12 11  0900   59559   32400    0    -0.5    -5.6     1.4     5.8    14.2   264.7
2021 12 11  1000   59559   36000    0     0.3    -5.3     3.3     6.3    32.1   273.7
2021 12 11  1100   59559   39600    0     0.6    -5.1     3.1     6.0    31.0   277.0
2021 12 11  1200   59559   43200    0     2.6    -3.6     3.9     5.9    40.8   306.4
2021 12 11  1300   59559   46800    0     2.8    -4.5     3.5     6.4    33.7   302.2
2021 12 11  1400   59559   50400    0     3.2    -5.2     4.2     7.4    34.8   301.4
2021 12 11  1500   59559   54000    0     3.1    -6.0     3.7     7.7    28.8   296.9
2021 12 11  1600   59559   57600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 11  1700   59559   61200    0     4.0    -5.2    -0.6     6.6    -5.2   308.0
2021 12 11  1800   59559   64800    0     4.0    -4.7    -1.2     6.3   -11.3   310.1
2021 12 11  1900   59559   68400    0     2.3    -5.8    -0.4     6.3    -3.4   291.6
2021 12 11  2000   59559   72000    0     1.8    -4.6     0.5     5.0     6.0   290.9
2021 12 11  2100   59559   75600    0    -1.1    -6.1     1.6     6.4    14.3   259.9
2021 12 11  2200   59559   79200    0     0.8    -5.6     1.1     5.7    11.0   278.2
2021 12 11  2300   59559   82800    0     1.2    -6.2    -0.3     6.3    -2.4   281.4
2021 12 12  0000   59560       0    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 12  0100   59560    3600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 12  0200   59560    7200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 12  0300   59560   10800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 12  0400   59560   14400    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 12  0500   59560   18000    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 12  0600   59560   21600    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 12  0700   59560   25200    0     1.1    -5.0     2.4     5.7    25.5   282.0
2021 12 12  0800   59560   28800    0     1.0    -5.3     2.1     5.8    21.8   280.4
2021 12 12  0900   59560   32400    0     1.7    -5.2     0.5     5.5     5.3   288.4
2021 12 12  1000   59560   36000    0     2.1    -5.0     0.4     5.4     4.4   292.8
2021 12 12  1100   59560   39600    0     2.3    -4.3     1.2     5.1    14.0   298.4
2021 12 12  1200   59560   43200    0     2.4    -5.0    -0.2     5.6    -2.5   295.3
2021 12 12  1300   59560   46800    0     2.6    -4.2    -2.7     5.6   -29.2   301.6
2021 12 12  1400   59560   50400    0     0.7    -4.4     1.1     4.6    13.4   279.7
2021 12 12  1500   59560   54000    0     0.4    -5.4     0.3     5.4     2.9   273.8
2021 12 12  1600   59560   57600    0     2.5    -4.4    -2.2     5.5   -23.8   299.6
2021 12 12  1700   59560   61200    0     2.7    -4.9    -1.3     5.8   -12.9   299.1
2021 12 12  1800   59560   64800    0     2.4    -4.4    -1.1     5.1   -12.0   298.5
2021 12 12  1900   59560   68400    0     1.3    -4.2     0.6     4.4     7.4   287.5
2021 12 12  2000   59560   72000    0     2.6    -0.1    -1.8     3.1   -34.8   357.0
2021 12 12  2100   59560   75600    0     0.8     2.6    -1.2     3.0   -23.7    72.8
2021 12 12  2200   59560   79200    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
2021 12 12  2300   59560   82800    9  -999.9  -999.9  -999.9  -999.9  -999.9  -999.9
